,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,commit_count,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
45,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2023-03-14 15:12:48.000000,2021-06-27 18:55:19,156.0,57.0,82.0,185.0,2018-06-14 12:02:35,1.2.2,,8025.0,3.0,106.0,106.0,31.0,https://pypi.org/project/jupyterhub-ldapauthenticator,7510.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,29377.0,1.0,,167.0,,,,,,,,,,,,,,,
46,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,22,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-03-13 14:27:49.000000,2023-03-13 14:27:37,2699.0,21.0,792.0,7544.0,,,,966531.0,,,,230.0,,,,,,2.0,,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-03-13 04:37:28.739648,385.0,88920927.0,,,,,,
47,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,22,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-03-16 07:07:19.000000,2023-03-13 17:12:47,660.0,121.0,167.0,5290.0,2023-02-22 03:46:18,0.9.3,,746.0,33.0,,,73.0,https://pypi.org/project/knowledge-repo,746.0,,,,2.0,,1310.0,,,,,,,,,,,,,,,
48,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,22,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2022-12-21 19:56:24.000000,2022-12-21 19:56:24,773.0,329.0,458.0,4987.0,2022-11-15 17:24:23,0.7.0,,355507.0,2.0,,,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,355507.0,,,,1.0,,2660.0,,,,,,,,,,,,,,,
49,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,22,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-03-15 20:07:14.000000,2023-03-15 17:57:26,349.0,49.0,134.0,3230.0,2023-03-03 18:01:27,0.2.6,,,45.0,1421.0,1421.0,35.0,,,,,,2.0,,,,,,,,,,,,,,,,,
50,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,22,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-11-08 16:27:23.000000,2020-04-07 18:56:49,397.0,154.0,125.0,2947.0,2020-04-07 16:34:17,1.3.1,,82710.0,21.0,2.0,2.0,30.0,https://pypi.org/project/qgrid,75756.0,https://anaconda.org/conda-forge/qgrid,2022-11-02 16:27:28.702,377381.0,2.0,,405.0,,qgrid,https://www.npmjs.com/package/qgrid,768.0,,,,,,,,,,,
51,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2022-11-03 11:08:08.841000,2021-01-21 14:02:57,374.0,349.0,4175.0,2736.0,2018-12-04 18:27:21,1.3.0,31.0,15544.0,39.0,,,43.0,https://pypi.org/project/beakerx,4358.0,https://anaconda.org/conda-forge/beakerx,2022-11-03 11:08:08.841,577240.0,2.0,,1689.0,,beakerx,https://www.npmjs.com/package/beakerx,197.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249037.0,,,,,,
52,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,22,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 20:50:03.000000,2022-09-02 20:50:03,246.0,224.0,667.0,978.0,2021-08-16 19:04:35,1.2.20210816,,85344.0,19.0,,,53.0,https://pypi.org/project/datalab,85344.0,,,,2.0,,2055.0,,,,,,,,,,,,,,,
53,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,22,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-09-13 21:31:21.000000,2022-09-13 21:31:21,81.0,17.0,28.0,770.0,2022-05-27 13:54:28,2.3.1,,47681.0,16.0,1802.0,1802.0,17.0,https://pypi.org/project/watermark,44474.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,246958.0,2.0,,99.0,,,,,,,,,,,,,,,
54,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,22,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2023-03-15 17:20:33.000000,2022-10-24 07:11:22,56.0,49.0,78.0,652.0,2022-11-07 16:48:10,0.13.1,,15806.0,33.0,7.0,7.0,21.0,https://pypi.org/project/ipycanvas,12615.0,https://anaconda.org/conda-forge/ipycanvas,2022-08-29 09:30:23.393,134027.0,2.0,,467.0,,,,,,,,,,,,,,,
55,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,133.0,33.0,67.0,626.0,2019-06-03 21:24:10,0.10.2,,19453.0,14.0,151.0,151.0,21.0,https://pypi.org/project/mapboxgl,19453.0,,,,2.0,,221.0,,,,,,,,,,,,,,,
56,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,22,mwouts/itables,itables,,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-03-12 01:52:44.000000,2023-03-12 00:31:10,35.0,10.0,69.0,409.0,2023-03-12 00:32:05,1.5.1,,34519.0,36.0,219.0,219.0,6.0,https://pypi.org/project/itables,34519.0,,,,2.0,,,,,,,,,,,,,,,,,
57,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,22,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-03-14 23:44:36.000000,2023-03-14 23:44:36,322.0,33.0,205.0,359.0,,,,20110.0,15.0,330.0,330.0,109.0,https://pypi.org/project/oauthenticator,19396.0,https://anaconda.org/conda-forge/oauthenticator,2022-09-08 13:19:36.567,33574.0,1.0,,,,,,,,,,,,,,,,,
58,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,22,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-12-12 20:01:25.444000,2022-12-12 16:21:04,81.0,28.0,115.0,305.0,2022-12-12 16:21:25,0.29.4,78.0,33412.0,53.0,704.0,704.0,32.0,https://pypi.org/project/metakernel,25272.0,https://anaconda.org/conda-forge/metakernel,2022-12-12 20:01:25.444,675321.0,1.0,,,,,,,,,,,,,,,,,
59,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,vatlab/SOS,,,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-02-18 21:57:21.000000,2023-02-18 21:57:11,33.0,61.0,1374.0,243.0,2019-05-21 01:06:30,0.9.11,,,51.0,3723.0,3723.0,36.0,,,,,,2.0,,7583.0,,,,,,,,,,,,,,,
60,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,22,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2023-03-14 23:25:21.000000,2022-09-12 13:05:27,57.0,59.0,99.0,224.0,2022-03-28 22:52:15,1.3.1,3.0,7311.0,19.0,128.0,128.0,32.0,,,https://anaconda.org/conda-forge/ipycytoscape,2022-09-12 13:43:52.218,263216.0,2.0,,715.0,cytoscape/ipycytoscape,,,,,,,,,,,,,,
61,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,22,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-03-06 14:13:18.000000,2023-03-06 14:13:15,138.0,60.0,90.0,215.0,2023-03-06 14:13:35,6.6.3,182.0,4605309.0,10.0,,,60.0,https://pypi.org/project/jupyter-console,4605294.0,,,,3.0,,,,,,,,,,,,,,,,,
62,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,22,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2023-03-07 03:45:20.000000,2023-03-01 16:11:38,107.0,52.0,76.0,150.0,2022-10-05 04:46:29,1.2.0,,3301.0,10.0,25.0,25.0,42.0,https://pypi.org/project/batchspawner,3301.0,,,,1.0,,371.0,,,,,,,,,,,,,,,
63,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,21,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-03-15 18:32:45.000000,2023-03-10 22:43:21,599.0,92.0,509.0,5308.0,,,,4707.0,,8.0,8.0,82.0,https://pypi.org/project/perspective-python,3320.0,,,,1.0,,5499.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1387.0,,,,,,,,,,,
64,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,21,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2023-03-13 10:25:43.000000,2023-03-13 10:25:34,270.0,61.0,249.0,447.0,,,,67449.0,,127.0,127.0,78.0,https://pypi.org/project/jupyterhub-kubespawner,67449.0,,,,2.0,,,,,,,,,,,,,,,,,
65,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,21,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2023-03-15 09:55:02.000000,2023-03-15 09:54:58,287.0,21.0,240.0,444.0,,,,14001.0,4.0,150.0,150.0,66.0,https://pypi.org/project/dockerspawner,13691.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,16135.0,2.0,,,,,,,,,,,,,,,,,
66,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2023-03-09 15:40:33.000000,2023-03-09 15:40:32,71.0,5.0,50.0,416.0,2020-06-09 08:17:47,0.8.0,,4605.0,8.0,341.0,341.0,9.0,https://pypi.org/project/appmode,1535.0,https://anaconda.org/conda-forge/appmode,2022-11-08 07:42:07.789,196487.0,2.0,,97.0,,,,,,,,,,,,,,,
67,ipytest,True,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,21,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2023-01-11 22:53:14.000000,2023-01-11 22:53:14,19.0,4.0,51.0,248.0,2022-11-05 17:38:31,0.13.0,,12010.0,17.0,264.0,264.0,5.0,https://pypi.org/project/ipytest,12010.0,,,,2.0,,,,,,,,,,,,,,,,,
68,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,21,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2023-03-07 13:54:16.000000,2023-03-07 10:32:26,66.0,58.0,83.0,174.0,,,,11759.0,12.0,606.0,606.0,26.0,https://pypi.org/project/nbgitpuller,10485.0,https://anaconda.org/conda-forge/nbgitpuller,2022-11-09 00:00:24.832,57368.0,2.0,,,,,,,,,,,,,,,,,
69,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,21,mariobuikhuizen/ipyvue,ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2023-02-23 20:04:44.000000,2023-02-23 20:04:13,12.0,3.0,5.0,48.0,2021-11-19 19:10:31,1.7.0,,141434.0,19.0,409.0,409.0,3.0,https://pypi.org/project/ipyvue,139624.0,https://anaconda.org/conda-forge/ipyvue,2022-09-26 08:51:09.246,77832.0,3.0,,107.0,widgetti/ipyvue,,,,,,,,,,,,,,
70,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,21,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,,2017-07-31 17:37:26.000,2023-03-15 04:40:31.000000,2023-02-19 22:18:22,9.0,3.0,9.0,36.0,2023-02-19 22:37:47,4.3.3,,90695.0,8.0,719.0,719.0,5.0,https://pypi.org/project/ipydatawidgets,86902.0,https://anaconda.org/conda-forge/ipydatawidgets,2022-08-24 16:21:19.099,216238.0,3.0,,300.0,,,,,,,,,,,,,,,
71,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,20,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-10-17 19:47:53.000000,2022-02-03 18:32:34,1045.0,189.0,201.0,9464.0,,,,41605.0,,,,43.0,https://pypi.org/project/jupyterthemes,41605.0,,,,2.0,,636.0,,,,,,,,,,,,,,,
72,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,20,nteract/hydrogen,,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2023-01-10 02:23:39.000000,2023-01-10 01:11:13,325.0,165.0,1100.0,3841.0,2023-01-10 01:02:49,2.16.5,,,92.0,,,90.0,,,,,,3.0,,2371.0,,,,,,,,,,,,,,,
73,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,20,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2022-07-08 21:14:08.000000,2022-07-08 21:12:48,231.0,53.0,127.0,3514.0,2022-05-31 17:34:28,0.7.5,41.0,1005.0,17.0,9.0,9.0,29.0,,,,,,1.0,,400.0,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,86474.0,,github.com/gopherdata/gophernotes,,,,
74,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,20,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2023-03-04 01:52:49.000000,2022-12-21 12:09:12,112.0,56.0,32.0,927.0,2022-11-14 20:59:33,0.6.1,,384859.0,4.0,,,22.0,https://pypi.org/project/jupyter_nbextensions_configurator,384859.0,,,,2.0,,514.0,,,,,,,,,,,,,,,
75,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,20,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2023-02-16 15:13:34.000000,2023-02-08 18:25:23,218.0,,,712.0,,,,10692.0,,,,106.0,https://pypi.org/project/toree,10692.0,,,,1.0,,1153.0,,,,,,,,,,,,,,,
76,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,20,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,38.0,17.0,245.0,548.0,2020-12-10 14:31:28,0.3.7,,92952.0,28.0,,,11.0,,,,,,1.0,,1174.0,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,92952.0,,,,,,,,,,,
77,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,20,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,56.0,20.0,8.0,360.0,,,,12998.0,2.0,345.0,345.0,7.0,https://pypi.org/project/jupyterlab-dash,1576.0,,,,1.0,,41.0,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,11422.0,,,,,,,,,,,
78,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,20,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2023-02-19 06:25:42.000000,2023-02-19 06:09:43,35.0,5.0,71.0,245.0,2023-02-19 06:27:03,2.8.2,83178.0,1223.0,34.0,,,22.0,,,,,,1.0,,378.0,,,,,,,,,,,,,,,
79,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,20,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2023-03-16 01:45:15.000000,2023-03-16 01:45:14,35.0,22.0,56.0,208.0,,,,35534.0,,1043.0,1043.0,17.0,https://pypi.org/project/mkdocs-jupyter,35534.0,,,,2.0,5.0,,,,,,,,,,,,,,,,
80,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,20,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07,20.0,34.0,39.0,190.0,2019-12-03 17:50:40,2.5.0,,59887.0,6.0,13.0,13.0,7.0,https://pypi.org/project/bookstore,59887.0,,,,2.0,,619.0,,,,,,,,,,,,,,,
81,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,20,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2022-10-14 17:28:05.000000,2022-06-25 19:26:22,53.0,50.0,85.0,162.0,2022-06-25 19:35:21,0.4.0,,119764.0,4.0,,,25.0,https://pypi.org/project/jupyter_sphinx,119764.0,,,,2.0,,372.0,,,,,,,,,,,,,,,
82,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,20,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2023-01-05 11:12:53.000000,2022-09-24 00:33:01,74.0,28.0,47.0,101.0,,,,17228.0,,43.0,43.0,21.0,https://pypi.org/project/jupyter-rsession-proxy,17228.0,,,,2.0,,231.0,,,,,,,,,,,,,,,
83,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,19,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2023-01-17 17:13:36.000000,2023-01-17 17:10:37,387.0,110.0,694.0,2596.0,2022-12-20 22:13:40,1.24.0,,,43.0,,,106.0,,,,,,2.0,,713.0,,,,,,,,,,,,,,,
84,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2023-03-15 18:09:30.000000,2023-03-15 18:09:29,836.0,19.0,287.0,2268.0,2023-02-23 16:05:27,8ac7a063aca3e6bb70689a681b51a9974d456255f79ddf2723e3fefce7ef44be,,2043.0,100.0,,,147.0,,,,,,3.0,,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2023-03-09 22:09:52.870954,167.0,194117.0,,,,,,
85,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,19,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2023-02-11 02:13:48.000000,2023-01-27 08:04:32,509.0,171.0,404.0,2098.0,,,,21889.0,,9.0,9.0,95.0,,,,,,3.0,,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,32.0,2779988.0,,,,,,
86,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,19,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,,2015-02-02 15:46:34.000,2022-12-28 22:18:25.000000,2022-12-28 22:18:25,147.0,52.0,182.0,1990.0,2021-11-15 23:43:33,5.2.1,,3183.0,33.0,72.0,72.0,16.0,,,,,,2.0,,332.0,,ijavascript,https://www.npmjs.com/package/ijavascript,3183.0,,,,,,,,,,,
87,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,19,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2022-08-22 10:08:00.000000,2021-06-11 15:16:36,252.0,43.0,33.0,1897.0,,,,3662.0,,97.0,97.0,8.0,https://pypi.org/project/colabcode,3662.0,,,,3.0,,44.0,,,,,,,,,,,,,,,
88,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,almond-sh/almond,,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2023-03-14 13:19:36.000000,2023-03-10 14:34:15,223.0,102.0,201.0,1499.0,2023-03-10 14:34:59,0.13.4,1466.0,205.0,42.0,,,39.0,,,,,,2.0,,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-03-10 16:44:58.260816,6.0,17277.0,,,,,,
89,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,19,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2023-03-14 17:39:07.000000,2023-01-10 15:02:24,83.0,39.0,123.0,961.0,2021-04-10 11:39:23,3.0.7,,4449.0,6.0,5.0,5.0,19.0,,,,,,1.0,,169.0,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,4449.0,,,,,,,,,,,
90,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,19,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,92.0,39.0,29.0,843.0,,,,5830.0,1.0,214.0,214.0,7.0,https://pypi.org/project/notedown,5221.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,34769.0,3.0,,264.0,,,,,,,,,,,,,,,
91,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,19,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,147.0,71.0,137.0,751.0,2016-01-02 19:06:03,0.2,,12346.0,20.0,3.0,3.0,16.0,https://pypi.org/project/gmaps,6623.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,291949.0,3.0,,1380.0,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1553.0,,,,,,,,,,,
92,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,19,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2023-03-13 21:32:07.000000,2023-02-27 21:12:21,35.0,3.0,270.0,718.0,,,,85404.0,,,,23.0,https://pypi.org/project/nbqa,85404.0,,,,3.0,,628.0,,,,,,,,,,,,,,,
93,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,19,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2023-03-14 16:42:36.000000,2022-11-18 19:34:59,60.0,30.0,55.0,543.0,2021-09-15 15:34:35,3.1.0,,4278.0,1.0,5.0,5.0,22.0,https://pypi.org/project/jupyterlab_latex,3270.0,,,,2.0,,438.0,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,1008.0,,,,,,,,,,,
94,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25,65.0,20.0,41.0,536.0,2018-01-15 18:11:51,0.9.0,,28971.0,8.0,308.0,308.0,3.0,https://pypi.org/project/pivottablejs,28971.0,,,,3.0,,32.0,,,,,,,,,,,,,,,
