,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
142,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,17,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2022-09-30 17:46:37.000000,2022-01-14 00:49:56,8.0,4.0,4.0,55.0,2021-11-06 14:18:45,0.4.0,,656470.0,3.0,,,3.0,https://pypi.org/project/altair_viewer,656470.0,,,,3.0,,117.0,,,,,,,,,,,,,,,
143,ipyscales,True,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,17,vidartf/ipyscales,ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,BSD-3-Clause,2017-08-24 20:16:19.000,2023-01-08 10:52:33.000000,2022-09-01 10:51:55,4.0,2.0,4.0,13.0,,,,1118.0,8.0,55.0,55.0,4.0,https://pypi.org/project/ipyscales,95.0,https://anaconda.org/conda-forge/ipyscales,2022-10-12 13:17:36.580,56292.0,3.0,,178.0,,,,,,,,,,,,,,,
144,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2023-01-11 22:55:11.000000,2023-01-11 22:55:09,179.0,401.0,7933.0,871.0,2022-10-12 16:44:26,2022.09.120,,,32.0,,,256.0,,,,,,3.0,,,,,,,,,,,,,,,,,
145,clojupyter,True,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,MIT,2014-05-09 07:09:06.000,2022-11-07 09:08:16.000000,2022-11-06 15:47:40,77.0,15.0,84.0,769.0,,,,79.0,7.0,,,26.0,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,3223.0,3.0,,299.0,,,,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,405.0,,,,,,
146,Ansible Kernel,True,Jupyter Notebook Kernel for running Ansible Tasks and..,https://github.com/ansible/ansible-jupyter-kernel,,kernels,16,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,55.0,16.0,29.0,510.0,,,,1841.0,2.0,10.0,10.0,10.0,https://pypi.org/project/ansible-kernel,347.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,12337.0,3.0,,212.0,,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66456.0,,,,,,
147,commuter,True,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,16,nteract/commuter,,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2023-01-06 01:49:20.000000,2022-04-28 20:49:58,63.0,52.0,39.0,457.0,,,,137.0,,3.0,3.0,27.0,,,,,,3.0,,640.0,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,137.0,,,,,,,,,,,,
148,ML Hub,True,Multi-user development platform for machine learning teams. Simple to..,https://github.com/ml-tooling/ml-hub,,notebook-environments,16,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,Apache-2.0,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,58.0,15.0,11.0,264.0,2020-02-03 15:59:07,1.0.0,1961.0,1082.0,8.0,,,7.0,,,,,,3.0,,220.0,,,,,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,44435.0,,,,,,
149,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,16,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2022-10-04 08:27:20.000000,2022-10-04 08:27:20,45.0,4.0,107.0,261.0,2022-05-04 07:37:18,0.3.21,849.0,126.0,50.0,98.0,98.0,17.0,https://pypi.org/project/jupyterlab-classic,93.0,,,,3.0,jupyterlab/retrolab,,,,,,,,,,,,,,,,
150,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,16,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2023-01-05 09:57:44.000000,2021-04-15 20:39:36,21.0,29.0,41.0,222.0,,,,1436.0,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,1436.0,,,,3.0,,590.0,,,,,,,,,,,,,,,
151,JupyterLab Go-To-Definition,True,Navigate to variable's definition with a click in..,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,BSD-3-Clause,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,8.0,10.0,13.0,216.0,2019-07-05 21:26:30,0.5.0,,6405.0,5.0,13.0,13.0,2.0,,,,,,2.0,,89.0,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,6405.0,,,,,,,,,,,,
152,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,16,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,BSD-3-Clause,2018-10-13 22:51:03.000,2023-01-07 04:15:43.000000,2022-07-18 18:08:51,14.0,5.0,18.0,171.0,2021-07-17 23:45:44,0.4.1,,3442.0,5.0,3.0,3.0,4.0,,,,,,3.0,,,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,3442.0,,,,,,,,,,,,
153,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,16,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,BSD-2-Clause,2015-01-06 14:50:00.000,2022-11-23 11:42:58.000000,2022-11-23 11:42:26,17.0,6.0,23.0,144.0,2022-11-23 11:42:59,1.2.0,,3684.0,3.0,,,8.0,https://pypi.org/project/environment_kernels,3684.0,,,,3.0,,83.0,,,,,,,,,,,,,,,
154,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,16,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2023-01-10 20:21:08.000000,2023-01-04 21:18:07,42.0,266.0,528.0,84.0,2023-01-04 21:08:12,3.2.0,,865.0,20.0,,,31.0,https://pypi.org/project/jdaviz,865.0,,,,3.0,,,,,,,,,,,,,,,,,
155,nbzip,True,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,16,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,15.0,9.0,5.0,80.0,,,,3569.0,,322.0,322.0,6.0,https://pypi.org/project/nbzip,3569.0,,,,3.0,,43.0,,,,,,,,,,,,,,,
156,ipyregulartable,True,"High performance, editable, stylable datagrids in jupyter..",https://github.com/finos/ipyregulartable,,widgets,16,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/finos/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2023-01-08 18:35:17.000000,2023-01-08 18:35:16,14.0,10.0,15.0,75.0,,,,54285.0,6.0,11.0,11.0,5.0,https://pypi.org/project/ipyregulartable,179.0,,,,3.0,finos/ipyregulartable,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,54106.0,,,,,,,,,,,,
157,jupyter-archive,True,"A Jupyter/Jupyterlab extension to make, download and extract..",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2023-01-08 19:17:34.302000,2023-01-08 16:33:02,11.0,1.0,34.0,59.0,2023-01-08 16:33:54,3.3.4,3252.0,983.0,27.0,,,10.0,,,https://anaconda.org/conda-forge/jupyter-archive,2023-01-08 19:17:34.302,35108.0,3.0,,222.0,,,,,,,,,,,,,,,
158,First Use Authenticator,True,JupyterHub Authenticator that lets users set..,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,16,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,BSD-3-Clause,2016-10-25 03:09:14.000,2022-02-28 01:42:16.000000,2021-10-28 11:33:41,26.0,6.0,17.0,43.0,2019-01-24 17:18:45,0.12,,3436.0,2.0,73.0,73.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,3436.0,,,,2.0,,,,,,,,,,,,,,,,,
159,BinderHub,True,"Run your code in the cloud, with technology so advanced, it feels..",https://github.com/jupyterhub/binderhub,,notebook-sharing,15,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2023-01-09 22:23:40.000000,2023-01-09 22:23:40,338.0,188.0,460.0,2243.0,,,,,1.0,6.0,6.0,91.0,,,,,,3.0,,,,,,,,,,,,,,,binderhub,,
160,geonotebook,True,A Jupyter notebook extension for geospatial visualization and..,https://github.com/OpenGeoscience/geonotebook,,widgets,15,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,Apache-2.0,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,137.0,37.0,46.0,1061.0,,,,1683.0,,,,9.0,,,,,,3.0,,647.0,,,,,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131299.0,,,,,,
161,heat,True,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,15,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,MIT,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,23.0,2.0,3.0,1004.0,,,,859.0,,32.0,32.0,3.0,https://pypi.org/project/py-heat-magic,859.0,,,,2.0,,34.0,,,,,,,,,,,,,,,
162,jupyter-notify,True,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,15,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,BSD-3-Clause,2017-06-01 14:08:55.000,2022-08-09 17:30:42.000000,2021-04-27 14:56:38,34.0,12.0,12.0,570.0,2018-01-08 14:51:41,0.1.15,,1133.0,4.0,,,11.0,https://pypi.org/project/jupyternotify,1133.0,,,,2.0,,,,,,,,,,,,,,,,,
163,gpu-jupyter,True,Leverage the flexibility of Jupyterlab through the power of your..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,15,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,Apache-2.0,2019-11-12 20:10:23.000,2022-11-17 14:34:15.000000,2022-11-17 14:34:15,161.0,7.0,58.0,460.0,2021-04-08 06:54:08,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,11.0,,,,,,3.0,,224.0,,,,,,,,,,,,,,,
164,Lantern,True,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,15,timkpaine/lantern,pylantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2022-11-22 01:33:40.000000,2022-11-22 01:33:39,20.0,11.0,188.0,329.0,2020-02-02 22:32:28,0.1.6,,100.0,26.0,18.0,18.0,3.0,https://pypi.org/project/pylantern,100.0,,,,2.0,,,,,,,,,,,,,,,,,
165,ThebeLab,True,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,15,executablebooks/thebe,,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2023-01-12 12:22:41.000000,2022-12-09 12:30:52,59.0,73.0,88.0,309.0,2021-10-26 10:04:08,0.8.2,,,5.0,5.0,5.0,26.0,,,,,,3.0,,,,,,,,,,,,,,,,,
166,blackcellmagic,True,IPython magic command to format python code in cell using..,https://github.com/csurfer/blackcellmagic,,magic,15,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,MIT,2018-04-25 14:27:26.000,2022-05-31 19:59:44.000000,2021-09-18 19:09:46,12.0,4.0,5.0,300.0,,,,2883.0,,170.0,170.0,3.0,https://pypi.org/project/blackcellmagic,2883.0,,,,2.0,,18.0,,,,,,,,,,,,,,,
167,jupyterlab-execute-time,True,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,15,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,BSD-3-Clause,2020-04-07 22:27:30.000,2022-12-28 12:49:50.000000,2022-12-28 12:48:39,35.0,4.0,37.0,246.0,,,,1688.0,,,,12.0,,,,,,2.0,,43.0,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,1688.0,,,,,,,,,,,,
168,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,15,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,,2018-01-23 18:18:38.000,2023-01-06 19:12:21.000000,2021-03-10 20:56:11,23.0,12.0,19.0,211.0,2021-03-10 20:57:44,4.14.3,,883.0,6.0,4.0,4.0,5.0,,,,,,3.0,,71.0,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,883.0,,,,,,,,,,,,
169,Jupyter Bokeh,True,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,15,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,BSD-3-Clause,2017-08-14 23:01:29.000,2023-01-07 08:01:41.000000,2022-11-14 17:21:31,42.0,14.0,79.0,208.0,,,,47384.0,,,,18.0,https://pypi.org/project/jupyter-bokeh,36039.0,,,,2.0,,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,11345.0,,,,,,,,,,,,
170,Jupyter Spark,True,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,15,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,29.0,13.0,14.0,193.0,,,,416.0,,17.0,17.0,12.0,https://pypi.org/project/jupyter-spark,416.0,,,,3.0,,106.0,,,,,,,,,,,,,,,
171,JupyterLab Data Explorer,True,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,15,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,BSD-3-Clause,2019-01-03 21:57:42.000,2022-05-23 15:47:39.000000,2020-05-24 13:16:16,34.0,58.0,34.0,171.0,,,,37.0,,10.0,10.0,9.0,,,,,,2.0,,426.0,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,37.0,,,,,,,,,,,,
172,nb_conda,True,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,15,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,BSD-3-Clause,2015-12-09 23:12:58.000,2022-06-05 15:35:11.087000,2020-09-11 21:06:00,29.0,35.0,28.0,130.0,,,,5783.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2022-06-05 15:35:11.087,451079.0,3.0,,158.0,,,,,,,,,,,,,,,
173,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,15,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2023-01-09 07:43:25.000000,2023-01-09 07:43:24,9.0,14.0,19.0,127.0,2022-08-25 07:45:29,0.6.0,45.0,5495.0,12.0,,,6.0,https://pypi.org/project/ipylab,5057.0,https://anaconda.org/conda-forge/ipylab,2022-08-25 11:30:14.285,16615.0,2.0,,,,,,,,,,,,,,,,,
174,niwidgets,True,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,15,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,Apache-2.0,2017-09-11 22:20:27.000,2022-12-08 05:01:00.000000,2020-03-24 14:27:42,33.0,17.0,17.0,79.0,,,,130.0,,28.0,28.0,16.0,https://pypi.org/project/niwidgets,130.0,,,,3.0,,242.0,,,,,,,,,,,,,,,
175,Content Management,True,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,15,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,BSD-3-Clause,2015-09-21 15:41:02.000,2022-11-07 19:30:19.663000,2018-06-11 01:51:34,27.0,7.0,20.0,76.0,,,,1309.0,3.0,,,8.0,https://pypi.org/project/jupyter_cms,218.0,https://anaconda.org/conda-forge/jupyter_cms,2022-11-07 19:30:19.663,82950.0,3.0,,136.0,,,,,,,,,,,,,,,
176,jupyterlab-sos,True,Jupyterlab extension for SoS Polyglot Notebook and Workflow..,https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,BSD-3-Clause,2018-03-20 16:07:18.000,2022-12-07 17:29:47.244000,2022-12-06 21:58:47,3.0,8.0,51.0,59.0,2019-09-02 19:30:02,0.5.0,,621.0,15.0,,,4.0,,,https://anaconda.org/conda-forge/jupyterlab-sos,2022-12-07 17:29:47.244,22787.0,2.0,,327.0,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,52.0,,,,,,,,,,,,
177,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,15,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2023-01-03 01:51:19.000000,2022-12-20 09:20:15,43.0,3.0,34.0,56.0,2021-11-15 20:10:09,1.3.0,,2144.0,6.0,,,15.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2144.0,,,,2.0,,,,,,,,,,,,,,,,,
178,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,15,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,BSD-3-Clause,2014-11-24 23:21:36.000,2022-12-07 12:46:17.000000,2021-09-10 08:58:36,38.0,17.0,20.0,44.0,,,,548.0,,47.0,47.0,14.0,https://pypi.org/project/sudospawner,548.0,,,,3.0,,,,,,,,,,,,,,,,,
179,Wolfram Kernel,True,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,14,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,MIT,2019-01-18 19:37:06.000,2022-08-23 18:11:54.000000,2022-02-19 09:55:04,98.0,35.0,67.0,806.0,,,6916.0,160.0,3.0,,,7.0,,,,,,3.0,,143.0,,,,,,,,,,,,,,,
180,LFortran,True,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit..,https://github.com/lfortran/lfortran,,kernels,14,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,,2019-03-24 13:22:20.000,2023-01-12 10:55:44.000000,2023-01-11 19:23:44,52.0,539.0,127.0,499.0,,,,1257.0,13.0,,,51.0,https://pypi.org/project/lfortran,73.0,https://anaconda.org/conda-forge/lfortran,2022-10-18 23:55:11.816,49731.0,3.0,,,,,,,,,,,,,,,,,
181,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,14,microsoft/gather,,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2023-01-04 04:49:04.000000,2022-11-28 19:10:54,30.0,10.0,17.0,462.0,,,,55.0,,,,13.0,,,,,,3.0,,345.0,nbgather,https://www.npmjs.com/package/nbgather,55.0,,,,,,,,,,,,
182,jupyter-tensorboard,True,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,14,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,70.0,40.0,29.0,459.0,,,,1932.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,1932.0,,,,3.0,,69.0,,,,,,,,,,,,,,,
183,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,14,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,,2015-01-31 12:51:06.000,2022-05-09 10:21:04.000000,2022-05-09 10:21:01,75.0,25.0,104.0,447.0,2022-05-09 10:21:42,0.17.1,,809.0,3.0,,,18.0,https://pypi.org/project/matlab_kernel,809.0,,,,3.0,,216.0,,,,,,,,,,,,,,,
184,nbtutor,True,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,14,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,,2016-11-07 14:08:25.000,2022-04-19 19:03:10.872000,2022-04-04 19:36:18,39.0,11.0,24.0,418.0,,,,1661.0,4.0,29.0,29.0,3.0,,,https://anaconda.org/conda-forge/nbtutor,2022-04-19 19:03:10.872,121305.0,3.0,,,,,,,,,,,,,,,,,
185,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,14,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2023-01-05 04:02:41.000000,2020-01-04 12:02:35,46.0,38.0,37.0,385.0,,,,476.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,476.0,,,,3.0,,634.0,,,,,,,,,,,,,,,
186,IElixir,True,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,14,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,Apache-2.0,2015-07-06 11:39:08.000,2021-12-03 09:17:20.000000,2021-03-20 17:27:38,39.0,10.0,20.0,345.0,2020-11-15 17:48:03,0.9.21,,3.0,8.0,,,19.0,,,,,,3.0,,282.0,,,,,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,345.0,,,,,ielixir,
187,testbook,True,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,14,nteract/testbook,,,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2022-12-27 21:48:31.000000,2022-11-29 20:28:15,34.0,43.0,47.0,342.0,,,,,,179.0,179.0,15.0,,,,,,3.0,,,,,,,,,,,,,,,,,
188,JupyterLab Tensorboard,True,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,14,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,MIT,2018-08-14 12:36:26.000,2022-07-21 07:29:55.000000,2022-07-18 10:51:06,33.0,18.0,10.0,296.0,,,,4815.0,,2.0,2.0,7.0,,,,,,3.0,,37.0,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,4815.0,,,,,,,,,,,,
189,cdsdashboards,True,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,14,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,,2020-04-28 13:51:31.000,2022-09-12 14:05:53.294000,2022-09-12 07:55:08,37.0,32.0,59.0,180.0,,,,1664.0,22.0,,,14.0,https://pypi.org/project/cdsdashboards,356.0,https://anaconda.org/conda-forge/cdsdashboards,2022-09-12 14:05:53.294,39249.0,3.0,,464.0,,,,,,,,,,,,,,,
190,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,14,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,Apache-2.0,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,6.0,,24.0,154.0,2020-12-11 15:26:11,0.2.1,,,5.0,30.0,30.0,2.0,,,,,,3.0,,731.0,,,,,,,,,,,,,,,
191,JupyterLab HDF5,True,Open and explore HDF5 files in JupyterLab. Can handle very..,https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,14,jupyterlab/jupyterlab-hdf5,jupyterlab_hdf,,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2023-01-07 04:16:52.000000,2022-02-21 08:59:58,20.0,11.0,33.0,103.0,,,,1158.0,,,,6.0,https://pypi.org/project/jupyterlab_hdf,677.0,,,,3.0,,337.0,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,481.0,,,,,,,,,,,,
192,jupyterlab-sparkmonitor,True,JupyterLab extension that enables monitoring launched..,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,14,itsjafer/jupyterlab-sparkmonitor,jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,Apache-2.0,2020-03-12 20:59:01.000,2022-12-27 15:34:10.000000,2022-04-01 16:32:30,20.0,8.0,8.0,87.0,,,,5528.0,,,,10.0,https://pypi.org/project/jupyterlab-sparkmonitor,5466.0,,,,3.0,,275.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,53.0,,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,311.0,,,,,,
