,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
95,ipydagred3,True,ipywidgets library for drawing directed acyclic graphs in..,https://github.com/timkpaine/ipydagred3,,widgets,19,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2022-07-04 22:14:35.000000,2022-07-04 22:14:34,5.0,3.0,16.0,38.0,,2022-05-06 22:45:47,0.3.6,,119219.0,15.0,11.0,11.0,3.0,https://pypi.org/project/ipydagred3,265.0,,,,3.0,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,118954.0,,,,,,,,,,,,
96,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,19,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,,2017-07-31 17:37:26.000,2022-05-23 09:12:47.321000,2022-05-19 10:50:15,7.0,3.0,6.0,29.0,287.0,,,,82980.0,7.0,538.0,538.0,5.0,https://pypi.org/project/ipydatawidgets,79754.0,https://anaconda.org/conda-forge/ipydatawidgets,2022-05-23 09:12:47.321,158076.0,3.0,,,,,,,,,,,,,,,,
97,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,18,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-02-03 21:26:52.000000,2021-11-22 20:42:15,323.0,8.0,77.0,2643.0,,2021-07-13 22:12:59,0.13.2,,13334.0,4.0,,,11.0,,,,,,3.0,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,24.0,506697.0,,,,,,
98,IHaskell,True,A Haskell kernel for IPython.,https://github.com/IHaskell/IHaskell,,kernels,18,gibiansky/IHaskell,,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2022-06-07 04:50:44.000000,2022-06-07 04:50:41,240.0,31.0,706.0,2369.0,2122.0,2015-03-26 05:06:25,0.6,,12.0,1.0,4.0,4.0,108.0,,,,,,2.0,IHaskell/IHaskell,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,12.0,,,,,,,,,,,,
99,BinderHub,True,"Run your code in the cloud, with technology so advanced, it feels..",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2022-07-05 08:49:22.000000,2022-07-05 08:49:22,318.0,179.0,448.0,2153.0,2713.0,,,,,1.0,6.0,6.0,84.0,,,,,,3.0,,,,,,,,,,,,,binderhub,,,
100,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,18,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,91.0,39.0,29.0,824.0,264.0,,,,4783.0,1.0,180.0,180.0,7.0,https://pypi.org/project/notedown,4097.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,33650.0,3.0,,,,,,,,,,,,,,,,
101,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,18,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2022-05-25 03:24:04.000000,2019-12-08 22:22:20,156.0,66.0,57.0,790.0,90.0,2019-05-06 03:28:50,1.3.0,84798.0,1730.0,5.0,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,
102,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,18,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,145.0,67.0,136.0,743.0,1380.0,2016-01-02 19:06:03,0.2,,15191.0,20.0,1.0,1.0,16.0,https://pypi.org/project/gmaps,9375.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,264641.0,3.0,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1548.0,,,,,,,,,,,,
103,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,18,SciRuby/iruby,,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2022-07-05 23:32:06.000000,2022-07-05 23:32:06,18.0,45.0,141.0,711.0,715.0,2021-08-17 16:20:34,0.7.4,15.0,18.0,10.0,162.0,162.0,44.0,,,,,,2.0,,,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2022-06-07 05:42:07.589827,3.0,1647.0,,,,iruby,,
104,Code Formatter,True,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,18,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2022-07-05 11:07:46.000000,2022-06-19 14:42:46,45.0,26.0,129.0,563.0,389.0,,,,34680.0,,,,34.0,https://pypi.org/project/jupyterlab_code_formatter,30102.0,,,,2.0,,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,4578.0,,,,,,,,,,,,
105,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,18,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2022-06-24 08:48:11.000000,2022-04-12 21:28:47,57.0,27.0,55.0,524.0,430.0,2021-09-15 15:34:35,3.1.0,,2867.0,1.0,2.0,2.0,21.0,https://pypi.org/project/jupyterlab_latex,1936.0,,,,2.0,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,931.0,,,,,,,,,,,,
106,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2022-02-14 03:58:59.101000,2020-11-30 15:55:07,55.0,34.0,98.0,451.0,335.0,2020-09-05 22:35:32,2.3.0,,8891.0,11.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-02-14 03:58:59.101,649090.0,2.0,,,,,,,,,,,,,,,,
107,LFortran,True,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit..,https://github.com/lfortran/lfortran,,kernels,18,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,,2019-03-24 13:22:20.000,2022-07-07 08:53:43.000000,2022-07-07 08:53:23,21.0,,,333.0,9146.0,,,,1108.0,12.0,,,26.0,https://pypi.org/project/lfortran,81.0,https://anaconda.org/conda-forge/lfortran,2021-09-23 07:31:07.722,36995.0,2.0,,,,,,,,,,,,,,,,
108,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,18,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-07-01 04:37:23.000000,2022-07-01 04:35:49,55.0,12.0,82.0,330.0,592.0,,,,12815.0,27.0,,,11.0,https://pypi.org/project/vega,6095.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,490576.0,3.0,,,,,,,,,,,,,,,,
109,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,18,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2022-07-07 04:18:57.000000,2021-12-10 09:26:11,87.0,21.0,36.0,329.0,228.0,2021-11-27 17:02:34,3.0.1,,2794.0,6.0,2.0,2.0,15.0,https://pypi.org/project/jupyterlab-github,1285.0,,,,2.0,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,1509.0,,,,,,,,,,,,
110,dask-labextension,True,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,18,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2022-06-22 14:17:08.997000,2022-06-21 23:17:54,50.0,36.0,93.0,266.0,,2022-06-21 23:30:24,5.3.0,,23773.0,17.0,,,19.0,https://pypi.org/project/dask-labextension,5686.0,https://anaconda.org/conda-forge/dask-labextension,2022-06-22 14:17:08.997,564511.0,2.0,,dask-labextension,https://www.npmjs.com/package/dask-labextension,2830.0,,,,,,,,,,,,
111,scrapbook,True,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,18,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2022-04-13 16:57:46.000000,2022-04-13 16:57:42,26.0,23.0,25.0,244.0,,,,,70048.0,,140.0,140.0,11.0,https://pypi.org/project/nteract-scrapbook,70048.0,,,,3.0,,,,,,,,,,,,,,,,
112,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,18,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2022-05-04 08:02:28.000000,2022-05-04 08:02:27,43.0,4.0,106.0,243.0,,2022-05-04 07:37:18,0.3.21,792.0,119.0,50.0,72.0,72.0,17.0,https://pypi.org/project/jupyterlab-classic,78.0,,,,3.0,jupyterlab/retrolab,,,,,,,,,,,,,,,
113,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,18,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2022-04-10 08:21:20.000000,2022-04-10 07:57:57,28.0,3.0,68.0,222.0,372.0,2022-04-10 08:38:48,2.8.0,68194.0,1136.0,32.0,,,18.0,,,,,,2.0,,,,,,,,,,,,,,,,
114,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,18,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2022-06-01 15:55:57.000000,2022-06-01 15:55:57,71.0,4.0,53.0,186.0,213.0,2021-07-14 17:27:18,2.4.11,,1675.0,14.0,,,7.0,https://pypi.org/project/sas_kernel,1675.0,,,,2.0,,,,,,,,,,,,,,,,
115,Spark Monitor,True,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,18,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,50.0,15.0,7.0,164.0,215.0,2018-05-29 18:46:14,0.0.9,2403.0,2090.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,2036.0,,,,2.0,,,,,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,916.0,,,,,,
116,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,18,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,27.0,17.0,18.0,163.0,188.0,2017-03-05 04:26:44,0.2.0,,4772.0,8.0,82.0,82.0,6.0,https://pypi.org/project/spylon-kernel,3375.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,90837.0,2.0,vericast/spylon-kernel,,,,,,,,,,,,,,,
117,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,18,igvteam/igv-jupyter,igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2022-06-14 16:28:44.000000,2022-06-14 16:28:41,15.0,,41.0,150.0,139.0,2022-02-07 18:33:52,1.0.0,,270.0,9.0,11.0,11.0,5.0,https://pypi.org/project/igv-jupyter,270.0,,,,3.0,g2nb/igv-jupyter,,,,,,,,,,,,,,,
118,Darcula Theme,True,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,18,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2022-06-25 12:31:15.000000,2021-08-26 08:02:18,22.0,7.0,16.0,147.0,111.0,,,,1137.0,,389.0,389.0,7.0,,,,,,1.0,,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,1137.0,,,,,,,,,,,,
119,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,18,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2022-07-04 22:35:35.000000,2022-06-21 19:59:36,41.0,1.0,33.0,54.0,,2021-11-15 20:10:09,1.3.0,,3261.0,6.0,78.0,78.0,15.0,https://pypi.org/project/jupyterhub-ltiauthenticator,3261.0,,,,2.0,,,,,,,,,,,,,,,,
120,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,18,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2022-07-05 13:45:53.000000,2022-07-05 13:45:53,52.0,23.0,69.0,51.0,,2021-10-19 17:24:48,1.0.5,,5728.0,3.0,39.0,39.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,5728.0,,,,2.0,,,,,,,,,,,,,,,,
121,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,17,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-07-04 22:41:44.000000,2022-06-30 18:25:48,859.0,52.0,278.0,2221.0,,,,,58992.0,24.0,,,111.0,https://pypi.org/project/ipyparallel,50521.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,635385.0,3.0,,,,,,,,,,,,,,,,
122,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,17,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,179.0,9.0,14.0,978.0,196.0,2019-09-02 14:01:33,0.1.2,,6026.0,1.0,,,13.0,https://pypi.org/project/pyforest,6026.0,,,,2.0,,,,,,,,,,,,,,,,
123,JupyterLab Vim,True,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2022-07-06 19:26:23.000000,2019-07-16 04:37:36,74.0,55.0,42.0,912.0,60.0,2019-07-16 04:33:54,0.11.0,,393.0,14.0,3.0,3.0,8.0,,,,,,2.0,,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,393.0,,,,,,,,,,,,
124,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,17,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2022-07-04 19:04:58.000000,2022-06-20 20:24:18,31.0,4.0,246.0,518.0,610.0,,,,31365.0,,,,18.0,https://pypi.org/project/nbqa,31365.0,,,,3.0,,,,,,,,,,,,,,,,
125,GPU Dashboards,True,A JupyterLab extension for displaying dashboards of GPU..,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,17,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2022-06-23 14:30:59.000000,2022-06-23 14:30:59,57.0,23.0,31.0,469.0,,2022-05-10 19:35:57,0.7.0,,4462.0,3.0,,,17.0,https://pypi.org/project/jupyterlab-nvdashboard,2699.0,,,,2.0,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,1763.0,,,,,,,,,,,,
126,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,17,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2022-07-07 08:57:23.000000,2022-04-09 06:58:38,68.0,30.0,71.0,442.0,552.0,,,,1167.0,,1.0,1.0,25.0,,,,,,3.0,,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,1167.0,,,,,,,,,,,,
127,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,17,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,,2015-01-31 12:51:06.000,2022-05-09 10:21:04.000000,2022-05-09 10:21:01,73.0,25.0,104.0,432.0,216.0,2022-05-09 10:21:42,0.17.1,,1747.0,3.0,,,18.0,https://pypi.org/project/matlab_kernel,1747.0,,,,3.0,,,,,,,,,,,,,,,,
128,Kernel Gateway,True,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,17,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter-server/kernel_gateway,,2015-09-21 15:34:11.000,2022-03-12 12:39:32.000000,2022-03-12 12:39:32,113.0,14.0,162.0,396.0,561.0,2021-08-25 00:19:46,2.5.1,105.0,8698.0,9.0,,,44.0,https://pypi.org/project/jupyter-kernel-gateway,8696.0,,,,3.0,jupyter-server/kernel_gateway,,,,,,,,,,,,,,,
129,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,17,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2022-07-07 04:18:37.000000,2022-04-28 22:45:01,69.0,33.0,65.0,367.0,515.0,2018-02-05 18:54:22,0.11.1,,786.0,12.0,2.0,2.0,16.0,,,,,,2.0,,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,786.0,,,,,,,,,,,,
130,JupyterLab Templates,True,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,17,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2022-04-09 13:35:22.000000,2022-04-09 13:35:21,50.0,8.0,70.0,305.0,,2021-03-28 03:19:03,0.3.1,,11393.0,13.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,8296.0,,,,2.0,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,3097.0,,,,,,,,,,,,
131,ThebeLab,True,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,17,executablebooks/thebe,,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2022-06-13 08:14:57.000000,2021-11-19 12:06:20,56.0,57.0,87.0,289.0,676.0,2021-10-26 10:04:08,0.8.2,,,5.0,5.0,5.0,26.0,,,,,,3.0,,,,,,,,,,,,,,,,
132,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,17,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2022-04-09 05:41:03.000000,2022-02-15 08:27:46,29.0,20.0,20.0,242.0,,2021-02-04 22:39:49,0.8.0,,4976.0,2.0,42.0,42.0,7.0,,,,,,2.0,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,4976.0,,,,,,,,,,,,
133,ML Hub,True,Multi-user development platform for machine learning teams. Simple to..,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,Apache-2.0,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,51.0,15.0,11.0,238.0,220.0,2020-02-03 15:59:07,1.0.0,1870.0,1245.0,8.0,,,7.0,,,,,,3.0,,,,,,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,44043.0,,,,,,
134,gator,True,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,17,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2022-07-06 06:06:55.000000,2022-07-06 06:06:55,22.0,15.0,38.0,222.0,609.0,2021-09-03 07:26:55,npm@3.0.2,2.0,923.0,27.0,1.0,1.0,24.0,,,https://anaconda.org/conda-forge/mamba_gator,2021-09-03 12:29:39.360,15986.0,2.0,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,124.0,,,,,,,,,,,,
135,JupyterLab SideCar,True,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2022-07-07 02:41:34.000000,2021-07-04 21:12:58,36.0,21.0,10.0,202.0,69.0,2021-03-11 01:34:17,0.5.1,,4132.0,1.0,3.0,3.0,13.0,https://pypi.org/project/sidecar,3674.0,,,,2.0,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,458.0,,,,,,,,,,,,
136,SciJava Kernel,True,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,42.0,,80.0,176.0,404.0,2017-06-02 21:19:27,0.5.0,85.0,1253.0,15.0,,,9.0,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,78901.0,3.0,,,,,,,,,,,,,,,,
137,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,17,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2022-06-23 11:43:37.000000,2022-02-22 17:17:32,18.0,15.0,33.0,154.0,152.0,2021-10-08 10:06:16,0.7.2,,1908.0,7.0,1.0,1.0,6.0,,,,,,2.0,jupyterlab-contrib/spellchecker,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,1908.0,,,,,,,,,,,,
138,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,17,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2022-06-16 20:56:08.000000,2022-06-16 20:56:08,66.0,26.0,45.0,91.0,223.0,,,,2827.0,,38.0,38.0,20.0,https://pypi.org/project/jupyter-rsession-proxy,2827.0,,,,2.0,,,,,,,,,,,,,,,,
139,sphinxcontrib.jupyter,True,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,23.0,88.0,93.0,73.0,269.0,2020-06-18 03:30:24,0.5.10,,815.0,17.0,26.0,26.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,815.0,,,,3.0,,,,,,,,,,,,,,,,
140,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,17,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2022-01-14 00:49:57.000000,2022-01-14 00:49:56,8.0,2.0,4.0,52.0,117.0,2021-11-06 14:18:45,0.4.0,,797512.0,3.0,,,3.0,https://pypi.org/project/altair_viewer,797512.0,,,,3.0,,,,,,,,,,,,,,,,
141,heat,True,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,16,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,MIT,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,22.0,2.0,3.0,991.0,34.0,,,,1159.0,,28.0,28.0,3.0,https://pypi.org/project/py-heat-magic,1159.0,,,,2.0,,,,,,,,,,,,,,,,
142,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,16,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17,106.0,50.0,32.0,902.0,488.0,2018-12-29 10:52:13,0.4.1,,277495.0,1.0,,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,277495.0,,,,3.0,,,,,5.0,,,,,,,,,,,
143,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2022-07-07 06:02:40.000000,2022-07-07 01:24:35,139.0,736.0,6784.0,655.0,,2022-06-07 18:23:25,2022.5.100,,,25.0,,,252.0,,,,,,3.0,,,,,,,,,,,,,,,,
