,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,go_id,cran_id,updated_github_id,pypi,gem_id,hex_id,bitbucket_id
243,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,11,jupyterhub/dummyauthenticator,jupyterhub-dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00.000000,15.0,5.0,2.0,26.0,7.0,,,,5115.0,,,,,https://pypi.org/project/jupyterhub-dummyauthenticator,5115.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
244,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,11,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000000,2021-05-19 21:39:50.000000,2021-05-19 19:00:04.000000,21.0,182.0,122.0,20.0,,,,,248.0,,,,19.0,https://pypi.org/project/jdaviz,248.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
245,jupyter-manim,True,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,10,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000000,2021-02-05 05:42:05.000000,2021-02-05 05:42:04.000000,11.0,6.0,15.0,142.0,38.0,2020-04-12 11:15:09.000000,1.3,,,6.0,,,4.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
246,jupyterlab-flake8,True,Jupyterlab python linter for notebooks and text files..,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,10,mlshapiro/jupyterlab-flake8,,,https://github.com/mlshapiro/jupyterlab-flake8,2018-04-11 16:16:59.000000,2021-05-12 00:31:07.000000,2020-04-21 00:50:06.000000,8.0,6.0,30.0,99.0,96.0,,,,586.0,,,,5.0,,,,,,3.0,,,,,,jupyterlab-flake8,,https://www.npmjs.com/package/jupyterlab-flake8,586.0,,,,,,,,
247,FargateSpawner,True,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,10,uktrade/fargatespawner,fargatespawner,,https://github.com/uktrade/fargatespawner,2018-09-12 14:06:22.000000,2020-06-28 13:26:04.000000,2020-06-28 13:25:54.000000,17.0,4.0,4.0,24.0,59.0,,,,110.0,,1.0,1.0,3.0,https://pypi.org/project/fargatespawner,110.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
248,YarnSpawner,True,Spawn JupyterHub single user notebook servers in Hadoop/YARN..,https://github.com/jupyterhub/yarnspawner,,hub-spawners,10,jupyterhub/yarnspawner,jupyterhub-yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,2018-12-18 19:31:03.000000,2020-10-08 04:16:29.489000,2019-07-16 16:58:16.000000,8.0,4.0,4.0,18.0,37.0,,,,770.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,44.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2020-10-08 04:16:29.489000,20335.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
249,Theme Toggle,True,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,10,jtpio/jupyterlab-theme-toggle,,,https://github.com/jtpio/jupyterlab-theme-toggle,2019-07-27 08:45:07.000000,2021-05-11 23:03:58.000000,2020-11-06 21:10:43.000000,1.0,2.0,1.0,8.0,,,,,2657.0,,2.0,2.0,,,,,,,3.0,,,,,,jupyterlab-theme-toggle,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-theme-toggle,2657.0,,,,,,,,
250,remote_ikernel,True,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,10,tdaff/remote_ikernel,remote_ikernel,,https://github.com/tdaff/remote_ikernel,2017-07-11 14:29:42.000000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16.000000,6.0,8.0,18.0,5.0,78.0,,,,475.0,,,,7.0,https://pypi.org/project/remote_ikernel,475.0,,,,3.0,,,,,,,BSD-2-Clause,,,,,,,,,,tdaff/remote_ikernel
251,Hash Authenticator,True,Authenticate users with passwords generated from their..,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,10,thedataincubator/jupyterhub-hashauthenticator,jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,2017-08-18 19:18:33.000000,2021-03-09 21:34:23.000000,2021-03-09 21:34:14.000000,3.0,,,3.0,40.0,,,,67.0,,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,67.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
252,Remote Authenticator,True,"A collection of JupyterHub Authenticators, including Header,..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,10,rasmunk/jhub-authenticators,jhub-authenticators,,https://github.com/ucphhpc/jhub-authenticators,2017-12-20 14:46:18.000000,2021-05-20 12:10:13.000000,2021-05-20 12:10:03.000000,1.0,,,,184.0,2019-04-12 15:44:39.000000,0.2.2,,86.0,3.0,,,5.0,https://pypi.org/project/jhub-authenticators,86.0,,,,3.0,,,,,,,GPL-3.0,,,,,,ucphhpc/jhub-authenticators,,,,
253,Vision UI,True,UI visual interface for fastai - now compatible with Google..,https://github.com/asvcode/Vision_UI,,widgets,9,asvcode/Vision_UI,,,https://github.com/asvcode/Vision_UI,2019-05-23 04:53:03.000000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59.000000,32.0,1.0,2.0,245.0,112.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,
254,Material Darker Theme,True,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,9,oriolmirosa/jupyterlab_materialdarker,,,https://github.com/oriolmirosa/jupyterlab_materialdarker,2018-03-07 23:24:13.000000,2020-05-09 22:13:31.000000,2020-05-09 22:13:21.000000,13.0,4.0,12.0,125.0,44.0,,,,1087.0,,4.0,4.0,2.0,,,,,,3.0,,,,,,@oriolmirosa/jupyterlab_materialdarker,,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,1087.0,,,,,,,,
255,ipyannotate,True,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,9,ipyannotate/ipyannotate,ipyannotate,,https://github.com/ipyannotate/ipyannotate,2018-07-23 19:23:28.000000,2021-05-07 13:07:07.000000,2020-09-20 09:38:39.000000,8.0,4.0,,109.0,27.0,,,,46.0,,,,3.0,https://pypi.org/project/ipyannotate,41.0,,,,3.0,,,,,,ipyannotate,,https://www.npmjs.com/package/ipyannotate,5.0,,,,,,,,
256,jupyterlab-gitplus,True,JupyterLab extension to create GitHub commits & pull..,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,9,ReviewNB/jupyterlab-gitplus,jupyterlab_gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,2020-03-05 13:43:58.000000,2021-01-05 22:46:27.000000,2020-04-15 13:08:42.000000,8.0,5.0,4.0,78.0,82.0,,,,632.0,,,,2.0,https://pypi.org/project/jupyterlab_gitplus,61.0,,,,3.0,,,,,,@reviewnb/jupyterlab_gitplus,AGPL-3.0,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,571.0,,,,,,,,
257,JupyterLab Bytecode,True,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,9,jtpio/jupyterlab-python-bytecode,,,https://github.com/jtpio/jupyterlab-python-bytecode,2018-09-29 19:55:49.000000,2021-05-09 17:52:58.000000,2020-10-16 21:38:08.000000,5.0,2.0,3.0,57.0,114.0,,,,17.0,,,,2.0,,,,,,3.0,,,,,,jupyterlab-python-bytecode,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-python-bytecode,17.0,,,,,,,,
258,PPExtensions,True,Set of iPython and Jupyter extensions to improve user..,https://github.com/paypal/PPExtensions,,jupyter-extensions,9,paypal/PPExtensions,ppextensions,,https://github.com/paypal/PPExtensions,2018-08-17 20:07:23.000000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33.000000,25.0,16.0,22.0,47.0,32.0,,,,120.0,,1.0,1.0,9.0,https://pypi.org/project/ppextensions,120.0,,,,3.0,,,,,,,,,,,,,,,,,
259,Gruvbox Theme,True,Gruvbox dark theme for Jupyter Lab. Modeled on classic..,https://github.com/Rahlir/theme-gruvbox,,lab-themes,9,Rahlir/theme-gruvbox,,,https://github.com/Rahlir/theme-gruvbox,2019-05-03 20:34:01.000000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55.000000,7.0,,,34.0,44.0,,,,152.0,,,,3.0,,,,,,3.0,,,,,,@rahlir/theme-gruvbox,,https://www.npmjs.com/package/@rahlir/theme-gruvbox,152.0,,,,,,,,
260,ipyp5,True,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,9,jtpio/ipyp5,ipyp5,,https://github.com/jtpio/ipyp5,2018-03-06 17:50:12.000000,2021-05-09 14:29:30.000000,2020-10-16 21:38:41.000000,4.0,4.0,,27.0,60.0,,,,16.0,,,,2.0,https://pypi.org/project/ipyp5,16.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
261,CAS Authenticator,True,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,9,cwaldbieser/jhub_cas_authenticator,jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,2017-09-17 19:17:08.000000,2020-03-27 22:24:32.000000,2020-03-27 22:23:51.000000,10.0,1.0,10.0,15.0,40.0,,,,509.0,,,,4.0,https://pypi.org/project/jhub_cas_authenticator,509.0,,,,3.0,,,,,,,GPL-3.0,,,,,,,,,,
262,ipyaggrid,True,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,9,DGothrek/ipyaggrid,ipyaggrid,,https://github.com/DGothrek/ipyaggrid,2019-05-06 04:24:26.000000,2019-05-06 04:27:06.000000,2019-05-06 04:27:05.000000,,5.0,,5.0,47.0,,,,3998.0,,,,2.0,https://pypi.org/project/ipyaggrid,2898.0,,,,3.0,,,,,,ipyaggrid,MIT,https://www.npmjs.com/package/ipyaggrid,1100.0,,,,,,,,
263,jupyterlab-executor,True,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,9,gavincyi/jupyterlab-executor,jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,2020-12-29 15:51:54.000000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10.000000,,,1.0,5.0,,2021-03-24 21:17:12.000000,2021.1.6,,101.0,3.0,,,2.0,https://pypi.org/project/jupyterlab-executor,80.0,,,,3.0,,,,,,@gavincyi/jupyterlab-executor,BSD-3-Clause,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,21.0,,,,,,,,
264,easyexplore,True,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,9,GianniBalistreri/easyexplore,easyexplore,,https://github.com/GianniBalistreri/easyexplore,2020-05-04 17:26:04.000000,2021-05-18 10:45:20.000000,2021-05-18 10:45:20.000000,1.0,,1.0,2.0,215.0,,,,413.0,,1.0,1.0,3.0,https://pypi.org/project/easyexplore,413.0,,,,3.0,,,,,,,GPL-3.0,,,,,,,,,,
265,Jupyter Black,True,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,8,drillan/jupyter-black,,,https://github.com/drillan/jupyter-black,2018-08-10 05:21:02.000000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04.000000,12.0,8.0,11.0,338.0,10.0,,,,,,,,2.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
266,Keberos Authenticator,True,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,8,jupyterhub/kerberosauthenticator,jupyterhub-kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,2019-04-17 18:01:36.000000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24.000000,4.0,3.0,2.0,9.0,21.0,,,,43.0,,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,43.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
267,JupyterLab Spark,True,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,8,manuzhang/jupyterlab_spark,,,https://github.com/manuzhang/jupyterlab_spark,2019-04-20 06:31:59.000000,2020-09-11 15:50:30.000000,2020-09-11 15:50:22.000000,2.0,1.0,3.0,7.0,18.0,2020-07-05 07:25:43.000000,0.3.1,,36.0,2.0,,,2.0,,,,,,3.0,,,,,,jupyterlab_spark,Apache-2.0,https://www.npmjs.com/package/jupyterlab_spark,36.0,,,,,,,,
268,Jupter-Notebook-REST-API,True,Run your jupyter notebooks as a REST API endpoint...,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,7,Invictify/Jupter-Notebook-REST-API,,,https://github.com/Invictify/Jupter-Notebook-REST-API,2020-03-31 22:48:04.000000,2021-05-13 20:45:18.000000,2020-03-31 23:00:06.000000,4.0,,,27.0,2.0,,,,,,,,2.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
269,jupyterterminals,True,Jupyter plugin to support inline terminal shells along with..,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,7,willkessler/jupyterterminals,,,https://github.com/willkessler/jupyterterminals,2020-03-08 16:36:18.000000,2021-05-17 04:32:04.000000,2021-05-17 04:32:02.000000,2.0,,1.0,7.0,47.0,,,,,,1.0,1.0,2.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
270,ssh_ipykernel,True,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,7,bernhard-42/ssh_ipykernel,,,https://github.com/bernhard-42/ssh_ipykernel,2019-09-01 17:43:26.000000,2021-04-21 11:35:36.000000,2021-04-21 08:51:31.000000,1.0,,,4.0,79.0,,,,,,,,2.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
271,Nord Theme,True,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,6,kenshohara/theme-nord-extension,,,https://github.com/kenshohara/theme-nord-extension,2019-06-11 02:09:21.000000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43.000000,1.0,1.0,4.0,23.0,13.0,,,,37.0,,,,,,,,,,3.0,,,,,,@kenshohara/theme-nord-extension,,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,37.0,,,,,,,,
272,kernel-relay,True,kernel-relay is a GraphQL service for interfacing with..,https://github.com/nteract/kernel-relay,,kernels,6,nteract/kernel-relay,,,https://github.com/nteract/kernel-relay,2019-02-04 21:12:54.000000,2021-05-10 21:01:19.000000,2019-07-10 04:14:14.000000,5.0,10.0,2.0,9.0,12.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,
273,SSH Authenticator,True,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,6,andreas-h/sshauthenticator,,,https://github.com/andreas-h/sshauthenticator,2019-09-03 10:20:22.000000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07.000000,1.0,,,5.0,4.0,,,,,,,,,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
274,nb_black,True,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,,,magic,6,,nb_black,conda-forge/nb_black,,2019-05-02 16:13:43.498000,2019-11-30 11:30:08.595000,,,,,,,,,,25371.0,4.0,,,,https://pypi.org/project/nb_black,23587.0,https://anaconda.org/conda-forge/nb_black,2019-11-30 11:30:08.595000,42828.0,3.0,,,,,,,,,,,,,,,,,
