,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
47,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,23,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2023-09-11 20:10:34.918000,2023-09-11 18:36:23,83.0,29.0,116.0,321.0,2023-09-11 18:36:42,0.30.1,141.0,49932.0,56.0,775.0,775.0,33.0,https://pypi.org/project/metakernel,30294.0,https://anaconda.org/conda-forge/metakernel,2023-09-11 20:10:34.918,746034.0,1.0,,,,,,,,,,,,,,,,,
48,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,23,vatlab/SOS,,,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-10-04 03:36:05.000000,2023-10-04 03:25:07,40.0,63.0,1380.0,257.0,2019-05-21 01:06:30,0.9.11,,,51.0,4768.0,4768.0,36.0,,,,,,2.0,,7594.0,,,,,,,,,,,,,,,
49,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,22,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-07-20 11:16:46.000000,2023-04-17 04:04:39,658.0,124.0,167.0,5380.0,2023-02-22 03:46:18,0.9.3,,615.0,33.0,18.0,18.0,73.0,https://pypi.org/project/knowledge-repo,615.0,,,,2.0,,1329.0,,,,,,,,,,,,,,,
50,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,22,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-10-12 12:42:35.000000,2023-10-10 19:14:45,426.0,104.0,173.0,3917.0,2023-10-10 19:25:20,0.4.6,,,58.0,2494.0,2494.0,49.0,,,,,,2.0,,,,,,,,,,,,,,,,,
51,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,22,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2023-06-16 16:08:00.950000,2020-04-07 18:56:49,402.0,158.0,127.0,2989.0,2020-04-07 16:34:17,1.3.1,,47709.0,21.0,8.0,8.0,30.0,https://pypi.org/project/qgrid,41448.0,https://anaconda.org/conda-forge/qgrid,2023-06-16 16:08:00.950,395202.0,2.0,,405.0,,,,,,,qgrid,https://www.npmjs.com/package/qgrid,450.0,,,,,,
52,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-06-16 13:23:56.494000,2021-01-21 14:02:57,376.0,350.0,4176.0,2775.0,2018-12-04 18:27:21,1.3.0,35.0,18571.0,39.0,,,43.0,https://pypi.org/project/beakerx,7085.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,614301.0,2.0,,1689.0,,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249275.0,beakerx,https://www.npmjs.com/package/beakerx,959.0,,,,,,
53,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-10-04 15:09:10.000000,2023-10-04 15:09:09,297.0,253.0,1353.0,1675.0,2023-03-29 14:23:28,3.15.0,,2399.0,29.0,51.0,51.0,59.0,https://pypi.org/project/elyra,1337.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,40390.0,1.0,,,,,,,,,,,,,,,,,
54,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2023-10-10 13:37:40.441894,2023-03-06 15:57:54,284.0,64.0,519.0,1650.0,2023-01-20 20:54:32,1.3.2,,16088.0,19.0,,,43.0,,,https://anaconda.org/r/r-irkernel,2023-06-16 13:05:29.034,140805.0,1.0,,599.0,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-10-10 13:37:40.441894,54.0,1706143.0,,,,IRkernel,,,,,
55,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,22,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-10-11 14:28:19.000000,2023-10-10 10:21:10,273.0,85.0,481.0,1315.0,2023-09-25 14:00:40,0.43.0,59.0,144476.0,51.0,2.0,2.0,92.0,https://pypi.org/project/jupyterlab-git,132250.0,https://anaconda.org/conda-forge/jupyterlab-git,2023-09-25 15:58:41.156,489013.0,1.0,,,-5.0,,,,,,,,,,,,,,
56,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,22,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 20:50:03.000000,2022-09-02 20:50:03,246.0,224.0,667.0,976.0,2021-08-16 19:04:35,1.2.20210816,,128075.0,19.0,,,53.0,https://pypi.org/project/datalab,128075.0,,,,2.0,,2055.0,,,,,,,,,,,,,,,
57,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,22,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,176.0,58.0,174.0,897.0,2022-08-31 09:02:38,2.4.1,,71833.0,18.0,27.0,27.0,30.0,https://pypi.org/project/pythreejs,62389.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,509861.0,2.0,,1723.0,,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,3716.0,,,,,,
58,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,22,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2023-09-21 07:00:26.000000,2023-09-21 07:00:26,123.0,35.0,66.0,654.0,2023-06-29 13:27:37,0.9.1,,27651.0,2.0,175.0,175.0,19.0,https://pypi.org/project/bash_kernel,27651.0,,,,1.0,,109.0,7.0,,,,,,,,,,,,,,
59,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,132.0,34.0,67.0,640.0,2019-06-03 21:24:10,0.10.2,,12024.0,14.0,172.0,172.0,21.0,https://pypi.org/project/mapboxgl,12024.0,,,,2.0,,221.0,,,,,,,,,,,,,,,
60,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,22,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2023-10-06 22:45:17.000000,2023-10-06 22:44:35,78.0,112.0,147.0,542.0,2023-03-02 22:39:14,0.32.6,87.0,4249.0,53.0,271.0,271.0,7.0,https://pypi.org/project/itkwidgets,3732.0,,,,2.0,,916.0,,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,516.0,,,,,,
61,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,22,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2023-10-03 10:42:18.000000,2023-10-03 10:42:17,289.0,23.0,245.0,460.0,,,,62752.0,4.0,168.0,168.0,69.0,https://pypi.org/project/dockerspawner,62421.0,https://anaconda.org/conda-forge/dockerspawner,2023-06-16 16:11:56.911,19547.0,1.0,,,,,,,,,,,,,,,,,
62,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,22,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-10-09 10:11:16.000000,2023-10-09 10:11:16,329.0,43.0,240.0,376.0,,,,26307.0,24.0,378.0,378.0,118.0,https://pypi.org/project/oauthenticator,25121.0,https://anaconda.org/conda-forge/oauthenticator,2023-09-28 19:06:49.376,42705.0,1.0,,,,,,,,,,,,,,,,,
63,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,22,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2023-10-02 22:12:46.000000,2023-05-23 19:06:45,58.0,59.0,99.0,245.0,2022-03-28 22:52:15,1.3.1,3.0,7789.0,19.0,160.0,160.0,32.0,,,https://anaconda.org/conda-forge/ipycytoscape,2023-06-16 19:18:19.577,334938.0,2.0,cytoscape/ipycytoscape,716.0,,,,,,,,,,,,,,,
64,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,22,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2023-06-16 13:24:24.196000,2023-03-06 12:26:30,36.0,31.0,28.0,229.0,,,,52115.0,8.0,889.0,889.0,9.0,https://pypi.org/project/ipywebrtc,47400.0,https://anaconda.org/conda-forge/ipywebrtc,2023-06-16 13:24:24.196,325786.0,2.0,,217.0,,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,313.0,,,,,,
65,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,22,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2023-10-03 10:41:30.000000,2023-10-03 10:41:29,162.0,61.0,83.0,191.0,2018-06-14 12:02:35,1.2.2,,8264.0,3.0,121.0,121.0,32.0,https://pypi.org/project/jupyterhub-ldapauthenticator,7748.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2023-06-16 16:08:49.184,33059.0,1.0,,,,,,,,,,,,,,,,,
66,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,21,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2023-03-29 09:07:02.000000,2023-03-29 09:05:21,239.0,54.0,128.0,3681.0,2022-05-31 17:34:28,0.7.5,43.0,936.0,17.0,13.0,13.0,29.0,,,,,,2.0,,401.0,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,87067.0,,,,,github.com/gopherdata/gophernotes,,,,
67,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,21,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2023-10-07 19:02:33.000000,2023-07-09 18:51:29,64.0,32.0,57.0,578.0,2023-05-31 04:26:11,3.2.0,,2071.0,2.0,5.0,5.0,23.0,https://pypi.org/project/jupyterlab_latex,1292.0,,,,1.0,,443.0,,,,,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,779.0,,,,,,
68,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,21,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2023-10-05 18:19:33.000000,2023-10-05 18:19:33,285.0,72.0,275.0,492.0,,,,82054.0,,141.0,141.0,82.0,https://pypi.org/project/jupyterhub-kubespawner,82054.0,,,,2.0,,,,,,,,,,,,,,,,,
69,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2023-06-16 13:23:23.036000,2023-05-18 15:12:24,68.0,5.0,53.0,428.0,2023-05-18 14:28:00,0.9.0,,4180.0,9.0,349.0,349.0,9.0,https://pypi.org/project/appmode,1123.0,https://anaconda.org/conda-forge/appmode,2023-06-16 13:23:23.036,217074.0,2.0,,102.0,,,,,,,,,,,,,,,
70,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,21,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2023-10-09 02:04:50.000000,2023-10-09 02:04:48,35.0,13.0,91.0,286.0,,,,90029.0,,1599.0,1599.0,19.0,https://pypi.org/project/mkdocs-jupyter,90029.0,,,,2.0,,,,,,,,,,,,,,,,,
71,ipytest,True,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,21,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2023-09-20 18:27:28.000000,2023-05-19 07:54:10,19.0,2.0,56.0,271.0,2023-05-19 07:54:53,0.13.3,,18876.0,20.0,310.0,310.0,5.0,https://pypi.org/project/ipytest,18876.0,,,,2.0,,,,,,,,,,,,,,,,,
72,gator,True,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,21,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2023-10-08 08:40:03.000000,2023-08-08 07:03:24,26.0,15.0,41.0,251.0,2023-05-05 13:00:11,5.2.1,2.0,1168.0,30.0,4.0,4.0,26.0,,,https://anaconda.org/conda-forge/mamba_gator,2023-06-16 19:23:51.106,36667.0,2.0,,623.0,,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,121.0,,,,,,
73,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,21,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-09-13 20:27:19.000000,2023-03-06 14:13:15,145.0,61.0,93.0,230.0,2023-03-06 14:13:35,6.6.3,324.0,4779320.0,10.0,,,60.0,https://pypi.org/project/jupyter-console,4779303.0,,,,3.0,,,,,,,,,,,,,,,,,
74,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,21,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2023-10-07 14:48:53.000000,2023-10-07 14:48:53,75.0,66.0,87.0,191.0,,,,24372.0,13.0,685.0,685.0,31.0,https://pypi.org/project/nbgitpuller,22342.0,https://anaconda.org/conda-forge/nbgitpuller,2023-08-07 11:09:29.679,77175.0,2.0,,,,,,,,,,,,,,,,,
75,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,21,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2023-09-14 09:27:48.000000,2022-06-25 19:26:22,59.0,53.0,87.0,171.0,2022-06-25 19:35:21,0.4.0,,75736.0,4.0,,,25.0,https://pypi.org/project/jupyter_sphinx,75736.0,,,,2.0,,372.0,,,,,,,,,,,,,,,
76,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,21,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2023-10-09 07:01:32.000000,2023-10-09 07:01:31,11.0,20.0,21.0,155.0,2023-08-11 05:48:03,1.0.0,133.0,92983.0,15.0,63.0,63.0,7.0,https://pypi.org/project/ipylab,92174.0,https://anaconda.org/conda-forge/ipylab,2023-08-11 12:01:52.980,26631.0,1.0,,,,,,,,,,,,,,,,,
77,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,21,mariobuikhuizen/ipyvue,ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2023-09-18 14:54:11.000000,2023-09-07 14:55:32,13.0,6.0,7.0,55.0,2021-11-19 19:10:31,1.7.0,,153498.0,21.0,580.0,580.0,4.0,https://pypi.org/project/ipyvue,150772.0,https://anaconda.org/conda-forge/ipyvue,2023-09-07 16:06:30.904,109050.0,3.0,widgetti/ipyvue,128.0,,,,,,,,,,,,,,,
78,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,21,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,,2017-07-31 17:37:26.000,2023-06-16 16:11:33.197000,2023-06-14 12:39:14,9.0,2.0,10.0,38.0,2023-06-14 12:41:06,4.3.5,,91771.0,8.0,934.0,934.0,5.0,https://pypi.org/project/ipydatawidgets,87896.0,https://anaconda.org/conda-forge/ipydatawidgets,2023-06-16 16:11:33.197,248035.0,3.0,,307.0,,,,,,,,,,,,,,,
79,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,20,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2023-10-02 19:23:28.000000,2023-09-26 19:50:52,864.0,15.0,309.0,2424.0,2023-09-05 22:54:02,85f560cfbe1be66639fc12b29d36aa706790633c7ed069ee5aab233920f0daab,,1911.0,100.0,,,153.0,,,,,,3.0,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2023-09-05 22:53:49.745305,174.0,194935.0,,,,,,,,,
80,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,20,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2023-10-03 11:41:44.000000,2023-01-27 08:04:32,513.0,174.0,405.0,2157.0,,,,20801.0,,14.0,14.0,96.0,,,,,,3.0,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,33.0,2787446.0,,,,,,,,,
81,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,20,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,,2015-02-02 15:46:34.000,2022-12-28 22:18:25.000000,2022-12-28 22:18:25,150.0,52.0,187.0,2081.0,2021-11-15 23:43:33,5.2.1,,1963.0,33.0,79.0,79.0,17.0,,,,,,2.0,,332.0,,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,1963.0,,,,,,
82,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,20,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2023-10-09 18:23:42.000000,2023-10-02 16:40:51,38.0,7.0,279.0,885.0,2023-04-02 18:18:43,1.7.0,,82920.0,1.0,,,25.0,https://pypi.org/project/nbqa,82920.0,,,,3.0,,628.0,,,,,,,,,,,,,,,
83,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,20,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2023-06-16 16:08:46.317000,2017-11-16 19:29:56,93.0,40.0,29.0,845.0,,,,9285.0,1.0,237.0,237.0,7.0,https://pypi.org/project/notedown,8733.0,https://anaconda.org/conda-forge/notedown,2023-06-16 16:08:46.317,35357.0,3.0,,264.0,,,,,,,,,,,,,,,
84,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,20,SciRuby/iruby,,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2023-08-16 07:33:28.000000,2023-01-11 06:17:33,22.0,45.0,144.0,794.0,2021-08-17 16:20:34,0.7.4,15.0,19.0,10.0,204.0,204.0,46.0,,,,,,2.0,,718.0,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2023-02-03 04:21:45.711711,5.0,1986.0,,,,,,iruby,,,
85,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,20,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2023-10-01 17:07:29.000000,2023-10-01 17:07:29,219.0,,,722.0,,,,10353.0,,,,107.0,https://pypi.org/project/toree,10353.0,,,,2.0,,1172.0,,,,,,,,,,,,,,,
86,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,20,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2023-08-31 16:23:08.000000,2018-12-04 14:43:25,79.0,22.0,41.0,604.0,2018-01-15 18:11:51,0.9.0,,23790.0,8.0,370.0,370.0,3.0,https://pypi.org/project/pivottablejs,23790.0,,,,3.0,,32.0,,,,,,,,,,,,,,,
87,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,20,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2023-10-01 02:15:36.000000,2023-10-01 02:13:38,60.0,11.0,91.0,363.0,2023-07-18 13:09:18,4.0.0,,18019.0,28.0,2.0,2.0,15.0,https://pypi.org/project/vega,11559.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,568535.0,3.0,,646.0,,,,,,,,,,,,,,,
88,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,20,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2023-08-11 05:33:07.000000,2023-08-11 05:18:21,38.0,6.0,72.0,265.0,2023-08-11 02:56:40,2.8.3,102375.0,1365.0,35.0,,,23.0,,,,,,2.0,,385.0,,,,,,,,,,,,,,,
89,JupyterLab SideCar,True,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,20,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2023-08-30 15:30:11.000000,2023-08-30 15:29:37,40.0,22.0,12.0,229.0,2023-08-30 15:30:33,0.7.0,,8794.0,3.0,6.0,6.0,16.0,https://pypi.org/project/sidecar,7835.0,,,,2.0,,94.0,,,,,,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,959.0,,,,,,
90,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,20,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07,20.0,34.0,39.0,197.0,2019-12-03 17:50:40,2.5.0,,76211.0,6.0,15.0,15.0,7.0,https://pypi.org/project/bookstore,76211.0,,,,3.0,,619.0,,,,,,,,,,,,,,,
91,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,20,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2023-10-07 22:03:22.000000,2023-07-28 20:05:17,18.0,16.0,39.0,188.0,2023-07-28 20:17:21,0.8.4,,888.0,13.0,190.0,190.0,6.0,,,,,,2.0,jupyterlab-contrib/spellchecker,217.0,,,,,,,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,888.0,,,,,,
92,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,20,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2023-10-03 10:38:52.000000,2023-10-03 10:38:51,58.0,29.0,73.0,65.0,2021-10-19 17:24:48,1.0.5,,8717.0,3.0,63.0,63.0,22.0,https://pypi.org/project/jupyterhub-nativeauthenticator,8717.0,,,,2.0,,,,,,,,,,,,,,,,,
93,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,19,nteract/hydrogen,,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2023-10-12 03:32:23.000000,2023-01-10 01:11:13,328.0,169.0,1103.0,3875.0,2023-01-10 01:02:49,2.16.5,,,92.0,,,90.0,,,,,,3.0,,2371.0,,,,,,,,,,,,,,,
